Date,Open,High,Low,Close,Adj Close,Volume
2023-03-28,275.7900085449219,276.1400146484375,272.04998779296875,275.2300109863281,272.989501953125,21878600
2023-03-29,278.9599914550781,281.1400146484375,278.4100036621094,280.510009765625,278.2265319824219,25087000
2023-03-30,284.2300109863281,284.4599914550781,281.4800109863281,284.04998779296875,281.7376708984375,25053400
2023-03-31,283.7300109863281,289.2699890136719,283.0,288.29998779296875,285.95306396484375,32766000
2023-04-03,286.5199890136719,288.2699890136719,283.95001220703125,287.2300109863281,284.8918151855469,24883300
2023-04-04,287.2300109863281,290.45001220703125,285.6700134277344,287.17999267578125,284.8421936035156,25824300
2023-04-05,285.8500061035156,287.1499938964844,282.9200134277344,284.3399963378906,282.02532958984375,22064800
2023-04-06,283.2099914550781,292.0799865722656,282.0299987792969,291.6000061035156,289.2262268066406,29770300
2023-04-10,289.2099914550781,289.6000061035156,284.7099914550781,289.3900146484375,287.03424072265625,23103000
2023-04-11,285.75,285.9800109863281,281.6400146484375,282.8299865722656,280.527587890625,27276600
2023-04-12,284.7900085449219,287.010009765625,281.9599914550781,283.489990234375,281.1822509765625,27403400
2023-04-13,283.5899963378906,289.8999938964844,283.1700134277344,289.8399963378906,287.4805603027344,24222700
2023-04-14,287.0,288.4800109863281,283.69000244140625,286.1400146484375,283.8106994628906,20987900
2023-04-17,289.92999267578125,291.6000061035156,286.1600036621094,288.79998779296875,286.44903564453125,23836200
2023-04-18,291.57000732421875,291.760009765625,287.010009765625,288.3699951171875,286.0224914550781,20161800
2023-04-19,285.989990234375,289.04998779296875,284.5400085449219,288.45001220703125,286.1018981933594,17150300
2023-04-20,285.25,289.0299987792969,285.0799865722656,286.1099853515625,283.7809143066406,23244400
2023-04-21,285.010009765625,286.2699890136719,283.05999755859375,285.760009765625,283.43377685546875,21676400
2023-04-24,282.0899963378906,284.95001220703125,278.7200012207031,281.7699890136719,279.4762268066406,26611000
2023-04-25,279.510009765625,281.6000061035156,275.3699951171875,275.4200134277344,273.17791748046875,45772200
2023-04-26,296.70001220703125,299.57000732421875,292.7300109863281,295.3699951171875,292.9655456542969,64599200
2023-04-27,295.9700012207031,305.20001220703125,295.25,304.8299865722656,302.3485412597656,46462600
2023-04-28,304.010009765625,308.92999267578125,303.30999755859375,307.260009765625,304.7587890625,36446700
2023-05-01,306.9700012207031,308.6000061035156,305.1499938964844,305.55999755859375,303.07257080078125,21294100
2023-05-02,307.760009765625,309.17999267578125,303.9100036621094,305.4100036621094,302.9237976074219,26404400
2023-05-03,306.6199951171875,308.6099853515625,304.0899963378906,304.3999938964844,301.9220275878906,22360800
2023-05-04,306.239990234375,307.760009765625,303.3999938964844,305.4100036621094,302.9237976074219,22519900
2023-05-05,305.7200012207031,311.9700012207031,304.2699890136719,310.6499938964844,308.12115478515625,28181200
2023-05-08,310.1300048828125,310.20001220703125,306.0899963378906,308.6499938964844,306.137451171875,21318600
2023-05-09,308.0,310.0400085449219,306.30999755859375,307.0,304.5008544921875,21340800
2023-05-10,308.6199951171875,313.0,307.6700134277344,312.30999755859375,309.7676086425781,30078000
2023-05-11,310.1000061035156,311.1199951171875,306.260009765625,310.1099853515625,307.5855407714844,31680200
2023-05-12,310.54998779296875,310.6499938964844,306.6000061035156,308.9700012207031,306.4548645019531,19758100
2023-05-15,309.1000061035156,309.8999938964844,307.5899963378906,309.4599914550781,306.94085693359375,16336500
2023-05-16,309.8299865722656,313.7099914550781,309.8299865722656,311.739990234375,309.2023010253906,26730300
2023-05-17,312.2900085449219,314.42999267578125,310.739990234375,314.0,312.1247253417969,24315000
2023-05-18,314.5299987792969,319.0400085449219,313.7200012207031,318.5199890136719,316.61773681640625,27276000
2023-05-19,316.739990234375,318.75,316.3699951171875,318.3399963378906,316.43878173828125,27529500
2023-05-22,318.6000061035156,322.5899963378906,318.010009765625,321.17999267578125,319.2618713378906,24115700
2023-05-23,320.0299987792969,322.7200012207031,315.25,315.260009765625,313.3772277832031,30797200
2023-05-24,314.7300109863281,316.5,312.6099853515625,313.8500061035156,311.9756164550781,23384900
2023-05-25,323.239990234375,326.8999938964844,320.0,325.9200134277344,323.97357177734375,43301700
2023-05-26,324.0199890136719,333.3999938964844,323.8800048828125,332.8900146484375,330.90191650390625,36630600
2023-05-30,335.2300109863281,335.739990234375,330.5199890136719,331.2099914550781,329.23193359375,29503100
2023-05-31,332.2900085449219,335.94000244140625,327.3299865722656,328.3900146484375,326.4288024902344,45950600
2023-06-01,325.92999267578125,333.5299987792969,324.7200012207031,332.5799865722656,330.5937194824219,26773900
2023-06-02,334.25,337.5,332.54998779296875,335.3999938964844,333.3969421386719,25864000
2023-06-05,335.2200012207031,338.55999755859375,334.6600036621094,335.94000244140625,333.9337158203125,21307100
2023-06-06,335.3299865722656,335.3699951171875,332.1700134277344,333.67999267578125,331.6872253417969,20396200
2023-06-07,331.6499938964844,334.489990234375,322.5,323.3800048828125,321.44873046875,40717100
2023-06-08,323.94000244140625,326.6400146484375,323.3500061035156,325.260009765625,323.3174743652344,23277700
2023-06-09,324.989990234375,329.989990234375,324.4100036621094,326.7900085449219,324.8383483886719,22514900
2023-06-12,328.5799865722656,332.1000061035156,325.1600036621094,331.8500061035156,329.8681335449219,24260300
2023-06-13,334.4700012207031,336.9800109863281,330.3900146484375,334.2900085449219,332.2935485839844,22951300
2023-06-14,334.3399963378906,339.0400085449219,332.80999755859375,337.3399963378906,335.3253173828125,26003800
2023-06-15,337.4800109863281,349.8399963378906,337.20001220703125,348.1000061035156,346.02105712890625,38899100
2023-06-16,351.32000732421875,351.4700012207031,341.95001220703125,342.3299865722656,340.2854919433594,46533600
2023-06-20,339.30999755859375,342.0799865722656,335.8599853515625,338.04998779296875,336.03106689453125,26375400
2023-06-21,336.3699951171875,337.7300109863281,332.07000732421875,333.55999755859375,331.5679016113281,25117800
2023-06-22,334.1199951171875,340.1199951171875,333.3399963378906,339.7099914550781,337.6811828613281,23556800
2023-06-23,334.3599853515625,337.9599914550781,333.45001220703125,335.0199890136719,333.0191955566406,23084700
2023-06-26,333.7200012207031,336.1099853515625,328.489990234375,328.6000061035156,326.6375427246094,21520600
2023-06-27,331.8599853515625,336.1499938964844,329.29998779296875,334.57000732421875,332.5718994140625,24354100
2023-06-28,334.6600036621094,337.9800109863281,333.80999755859375,335.8500061035156,333.84423828125,20259500
2023-06-29,334.7099914550781,336.1099853515625,332.6199951171875,335.04998779296875,333.04901123046875,16997000
2023-06-30,337.75,342.7300109863281,337.20001220703125,340.5400085449219,338.5062255859375,26823800
2023-07-03,339.19000244140625,340.8999938964844,336.57000732421875,337.989990234375,335.971435546875,12508700
2023-07-05,335.0899963378906,341.6499938964844,334.7300109863281,338.1499938964844,336.1304626464844,18172400
2023-07-06,337.29998779296875,342.989990234375,335.5,341.2699890136719,339.2318420410156,28161200
2023-07-07,339.32000732421875,341.7900085449219,337.0,337.2200012207031,335.2060241699219,21185300
2023-07-10,334.6000061035156,335.2300109863281,327.5899963378906,331.8299865722656,329.84820556640625,32791400
2023-07-11,331.05999755859375,332.8599853515625,327.0,332.4700012207031,330.48443603515625,26698200
2023-07-12,336.6000061035156,341.6499938964844,335.6700134277344,337.20001220703125,335.1861877441406,29995300
2023-07-13,339.55999755859375,343.739990234375,339.0199890136719,342.6600036621094,340.6135559082031,20567200
2023-07-14,347.5899963378906,351.42999267578125,344.30999755859375,345.239990234375,343.1781311035156,28302200
2023-07-17,345.67999267578125,346.989990234375,342.20001220703125,345.7300109863281,343.6652526855469,20363900
2023-07-18,345.8299865722656,366.7799987792969,342.1700134277344,359.489990234375,357.3430480957031,64872700
2023-07-19,361.75,362.4599914550781,352.44000244140625,355.0799865722656,352.9593811035156,39732900
2023-07-20,353.57000732421875,357.9700012207031,345.3699951171875,346.8699951171875,344.7984313964844,33778400
2023-07-21,349.1499938964844,350.29998779296875,339.8299865722656,343.7699890136719,341.7169189453125,69368900
2023-07-24,345.8500061035156,346.9200134277344,342.30999755859375,345.1099853515625,343.04888916015625,26678100
2023-07-25,347.1099853515625,351.8900146484375,345.07000732421875,350.9800109863281,348.88385009765625,41637700
2023-07-26,341.44000244140625,344.6700134277344,333.1099853515625,337.7699890136719,335.75274658203125,58383700
2023-07-27,340.4800109863281,341.3299865722656,329.04998779296875,330.7200012207031,328.7449035644531,39635300
2023-07-28,333.6700134277344,340.010009765625,333.1700134277344,338.3699951171875,336.34918212890625,28484900
2023-07-31,336.9200134277344,337.70001220703125,333.3599853515625,335.9200134277344,333.913818359375,25446000
2023-08-01,335.19000244140625,338.5400085449219,333.70001220703125,336.3399963378906,334.331298828125,18311900
2023-08-02,333.6300048828125,333.6300048828125,326.3599853515625,327.5,325.5440979003906,27761300
2023-08-03,326.0,329.8800048828125,325.95001220703125,326.6600036621094,324.7091369628906,18253700
2023-08-04,331.8800048828125,335.1400146484375,327.239990234375,327.7799987792969,325.8223876953125,23727700
2023-08-07,328.3699951171875,331.1099853515625,327.5199890136719,330.1099853515625,328.1385192871094,17741500
2023-08-08,326.9599914550781,328.75,323.0,326.04998779296875,324.1027526855469,22327600
2023-08-09,326.4700012207031,327.1099853515625,321.04998779296875,322.2300109863281,320.3055725097656,22373300
2023-08-10,326.0199890136719,328.260009765625,321.17999267578125,322.92999267578125,321.00140380859375,20113700
2023-08-11,320.260009765625,322.4100036621094,319.2099914550781,321.010009765625,319.0928649902344,24342600
2023-08-14,321.3900146484375,324.05999755859375,320.0799865722656,324.0400085449219,322.1047668457031,18836100
2023-08-15,323.0,325.0899963378906,320.8999938964844,321.8599853515625,319.9377746582031,16966300
2023-08-16,320.79998779296875,324.4200134277344,319.79998779296875,320.3999938964844,319.1607971191406,20698900
2023-08-17,320.5400085449219,321.8699951171875,316.2099914550781,316.8800048828125,315.6544494628906,21257200
2023-08-18,314.489990234375,318.3800048828125,311.54998779296875,316.4800109863281,315.2559814453125,24744800
2023-08-21,317.92999267578125,322.7699890136719,317.0400085449219,321.8800048828125,320.63507080078125,24040000
2023-08-22,325.5,326.0799865722656,321.4599914550781,322.4599914550781,321.21282958984375,16102000
2023-08-23,323.82000732421875,329.20001220703125,323.4599914550781,327.0,325.73529052734375,21166400
2023-08-24,332.8500061035156,332.9800109863281,319.9599914550781,319.9700012207031,318.73248291015625,23281400
2023-08-25,321.4700012207031,325.3599853515625,318.79998779296875,322.9800109863281,321.7308349609375,21684100
2023-08-28,325.6600036621094,326.1499938964844,321.7200012207031,323.70001220703125,322.44805908203125,14808500
2023-08-29,321.8800048828125,328.9800109863281,321.8800048828125,328.4100036621094,327.13983154296875,19284600
2023-08-30,328.6700134277344,329.80999755859375,326.45001220703125,328.7900085449219,327.5183410644531,15222100
2023-08-31,329.20001220703125,330.9100036621094,326.7799987792969,327.760009765625,326.49237060546875,26411000
2023-09-01,331.30999755859375,331.989990234375,326.7799987792969,328.6600036621094,327.38885498046875,14931200
2023-09-05,329.0,334.8500061035156,328.6600036621094,333.54998779296875,332.2599182128906,18553900
2023-09-06,333.3800048828125,334.4599914550781,330.17999267578125,332.8800048828125,331.5925598144531,17535800
2023-09-07,331.2900085449219,333.0799865722656,329.0299987792969,329.9100036621094,328.634033203125,18381000
2023-09-08,330.0899963378906,336.1600036621094,329.4599914550781,334.2699890136719,332.9771423339844,19530100
2023-09-11,337.239990234375,338.4200134277344,335.42999267578125,337.94000244140625,336.6329650878906,16583300
2023-09-12,335.82000732421875,336.7900085449219,331.4800109863281,331.7699890136719,330.48681640625,17565500
2023-09-13,331.30999755859375,336.8500061035156,331.1700134277344,336.05999755859375,334.76025390625,16544400
2023-09-14,339.1499938964844,340.8599853515625,336.57000732421875,338.70001220703125,337.3900451660156,20267000
2023-09-15,336.9200134277344,337.3999938964844,329.6499938964844,330.2200012207031,328.9428405761719,37666900
2023-09-18,327.79998779296875,330.3999938964844,326.3599853515625,329.05999755859375,327.7873229980469,16834200
2023-09-19,326.1700134277344,329.3900146484375,324.510009765625,328.6499938964844,327.37890625,16505900
2023-09-20,329.510009765625,329.5899963378906,320.510009765625,320.7699890136719,319.52935791015625,21436500
2023-09-21,319.260009765625,325.3500061035156,315.0,319.5299987792969,318.2941589355469,35529500
2023-09-22,321.32000732421875,321.45001220703125,316.1499938964844,317.010009765625,315.783935546875,21447900
2023-09-25,316.5899963378906,317.6700134277344,315.0,317.5400085449219,316.3118896484375,17836000
2023-09-26,315.1300048828125,315.8800048828125,310.0199890136719,312.1400146484375,310.9327697753906,26297600
2023-09-27,312.29998779296875,314.29998779296875,309.69000244140625,312.7900085449219,311.5802307128906,19410100
2023-09-28,310.989990234375,315.4800109863281,309.45001220703125,313.6400146484375,312.4269714355469,19683600
2023-09-29,317.75,319.4700012207031,314.9800109863281,315.75,314.5287780761719,24140300
2023-10-02,316.2799987792969,321.8900146484375,315.17999267578125,321.79998779296875,320.5553894042969,20570000
2023-10-03,320.8299865722656,321.3900146484375,311.2099914550781,313.3900146484375,312.1779479980469,21033500
2023-10-04,314.0299987792969,320.0400085449219,314.0,318.9599914550781,317.72637939453125,20720100
2023-10-05,319.0899963378906,319.9800109863281,314.8999938964844,319.3599853515625,318.12481689453125,16965600
2023-10-06,316.54998779296875,329.19000244140625,316.29998779296875,327.260009765625,325.9942932128906,25645500
2023-10-09,324.75,330.29998779296875,323.17999267578125,329.82000732421875,328.54437255859375,19891200
2023-10-10,330.9599914550781,331.1000061035156,327.6700134277344,328.3900146484375,327.11993408203125,20557100
2023-10-11,331.2099914550781,332.82000732421875,329.1400146484375,332.4200134277344,331.13433837890625,20063200
2023-10-12,330.57000732421875,333.6300048828125,328.7200012207031,331.1600036621094,329.8791809082031,19313100
2023-10-13,332.3800048828125,333.8299865722656,326.3599853515625,327.7300109863281,326.46246337890625,21072400
2023-10-16,331.04998779296875,336.1400146484375,330.6000061035156,332.6400146484375,331.35345458984375,22158000
2023-10-17,329.5899963378906,333.4599914550781,327.4100036621094,332.05999755859375,330.7757263183594,18338500
2023-10-18,332.489990234375,335.5899963378906,328.29998779296875,330.1099853515625,328.833251953125,23153600
2023-10-19,332.1499938964844,336.8800048828125,330.9100036621094,331.32000732421875,330.03857421875,25052100
2023-10-20,331.7200012207031,331.9200134277344,325.45001220703125,326.6700134277344,325.4065856933594,25012600
2023-10-23,325.4700012207031,332.7300109863281,324.3900146484375,329.32000732421875,328.0462951660156,24374700
2023-10-24,331.29998779296875,331.8399963378906,327.6000061035156,330.5299987792969,329.2516174316406,31153600
2023-10-25,345.0199890136719,346.20001220703125,337.6199951171875,340.6700134277344,339.3524169921875,55053800
2023-10-26,340.5400085449219,341.6300048828125,326.94000244140625,327.8900146484375,326.6218566894531,37828500
2023-10-27,330.42999267578125,336.7200012207031,328.3999938964844,329.80999755859375,328.534423828125,29856500
2023-10-30,333.4100036621094,339.45001220703125,331.8299865722656,337.30999755859375,336.0054016113281,22828100
2023-10-31,338.8500061035156,339.0,334.69000244140625,338.1099853515625,336.80230712890625,20265300
2023-11-01,339.7900085449219,347.4200134277344,339.6499938964844,346.07000732421875,344.7315368652344,28158800
2023-11-02,347.239990234375,348.8299865722656,344.7699890136719,348.32000732421875,346.97283935546875,24348100
2023-11-03,349.6300048828125,354.3900146484375,347.3299865722656,352.79998779296875,351.43548583984375,23624000
2023-11-06,353.45001220703125,357.5400085449219,353.3500061035156,356.5299987792969,355.1510925292969,23828300
2023-11-07,359.3999938964844,362.4599914550781,357.6300048828125,360.5299987792969,359.1356201171875,25833900
2023-11-08,361.67999267578125,363.8699951171875,360.54998779296875,363.20001220703125,361.7952880859375,26767800
2023-11-09,362.29998779296875,364.7900085449219,360.3599853515625,360.69000244140625,359.29498291015625,24847300
2023-11-10,361.489990234375,370.1000061035156,361.07000732421875,369.6700134277344,368.2402648925781,28042100
2023-11-13,368.2200012207031,368.4700012207031,365.8999938964844,366.67999267578125,365.2618103027344,19986500
2023-11-14,371.010009765625,371.95001220703125,367.3500061035156,370.2699890136719,368.837890625,27683900
2023-11-15,371.2799987792969,373.1300048828125,367.1099853515625,369.6700134277344,368.9876708984375,26860100
2023-11-16,370.9599914550781,376.3500061035156,370.17999267578125,376.1700134277344,375.4756774902344,27182300
2023-11-17,373.6099853515625,374.3699951171875,367.0,369.8500061035156,369.1673278808594,40157000
2023-11-20,371.2200012207031,378.8699951171875,371.0,377.44000244140625,376.7433166503906,52465100
2023-11-21,375.6700134277344,376.2200012207031,371.1199951171875,373.07000732421875,372.3813781738281,28423100
2023-11-22,378.0,379.7900085449219,374.9700012207031,377.8500061035156,377.1525573730469,23345300
2023-11-24,377.3299865722656,377.9700012207031,375.1400146484375,377.42999267578125,376.7333068847656,10176600
2023-11-27,376.7799987792969,380.6400146484375,376.20001220703125,378.6099853515625,377.9111328125,22179200
2023-11-28,378.3500061035156,383.0,378.1600036621094,382.70001220703125,381.9936218261719,20453100
2023-11-29,383.760009765625,384.29998779296875,377.44000244140625,378.8500061035156,378.15069580078125,28963400
2023-11-30,378.489990234375,380.0899963378906,375.4700012207031,378.9100036621094,378.2106018066406,30554400
2023-12-01,376.760009765625,378.1600036621094,371.30999755859375,374.510009765625,373.8187255859375,33020400
2023-12-04,369.1000061035156,369.5199890136719,362.8999938964844,369.1400146484375,368.4586486816406,32063300
2023-12-05,366.45001220703125,373.0799865722656,365.6199951171875,372.5199890136719,371.8323669433594,23065000
2023-12-06,373.5400085449219,374.17999267578125,368.0299987792969,368.79998779296875,368.1192321777344,21182100
2023-12-07,368.2300109863281,371.45001220703125,366.32000732421875,370.95001220703125,370.2652893066406,23118900
2023-12-08,369.20001220703125,374.4599914550781,368.2300109863281,374.2300109863281,373.53924560546875,20144800
2023-12-11,368.4800109863281,371.6000061035156,366.1000061035156,371.29998779296875,370.6146240234375,27708800
2023-12-12,370.8500061035156,374.4200134277344,370.4599914550781,374.3800048828125,373.68896484375,24838300
2023-12-13,376.0199890136719,377.6400146484375,370.7699890136719,374.3699951171875,373.678955078125,30955500
2023-12-14,373.30999755859375,373.760009765625,364.1300048828125,365.92999267578125,365.2545471191406,43277500
2023-12-15,366.8500061035156,372.3999938964844,366.2799987792969,370.7300109863281,370.04571533203125,78478200
2023-12-18,369.45001220703125,373.0,368.67999267578125,372.6499938964844,371.9621276855469,21802900
2023-12-19,371.489990234375,373.260009765625,369.8399963378906,373.260009765625,372.571044921875,20603700
2023-12-20,375.0,376.0299987792969,370.5299987792969,370.6199951171875,369.9358825683594,26316700
2023-12-21,372.55999755859375,374.4100036621094,370.0400085449219,373.5400085449219,372.85052490234375,17708000
2023-12-22,373.67999267578125,375.17999267578125,372.7099914550781,374.5799865722656,373.8885803222656,17091100
2023-12-26,375.0,376.94000244140625,373.5,374.6600036621094,373.96844482421875,12673100
2023-12-27,373.69000244140625,375.05999755859375,372.80999755859375,374.07000732421875,373.3795471191406,14905400
2023-12-28,375.3699951171875,376.4599914550781,374.1600036621094,375.2799987792969,374.5872802734375,14327000
2023-12-29,376.0,377.1600036621094,373.4800109863281,376.0400085449219,375.34588623046875,18723000
